date_key,customer_id,plan_tier,mrr
20240501,CUS-04023,Growth,1017.96
20240501,CUS-04077,Enterprise,14496.0
20240501,CUS-04104,Growth,898.2
20240501,CUS-04111,Starter,130.68
20240501,CUS-04130,Enterprise,32160.0
20240501,CUS-04159,Growth,898.2
20240501,CUS-04182,Starter,114.84
20240501,CUS-04275,Growth,1377.24
20240501,CUS-04292,Growth,978.04
20240501,CUS-04299,Starter,130.68
20240501,CUS-04488,Starter,122.76
20240501,CUS-04490,Growth,1377.24
20240501,CUS-04553,Growth,1377.24
20240501,CUS-04630,Growth,1377.24
20240501,CUS-04711,Growth,1337.32
20240501,CUS-04720,Growth,1177.64
20240501,CUS-04813,Starter,99.0
20240501,CUS-04841,Starter,99.0
20240501,CUS-04861,Enterprise,17760.0
20240501,CUS-04963,Starter,122.76
20240601,CUS-00017,Growth,1297.4
20240601,CUS-00018,Growth,898.2
20240601,CUS-00035,Growth,898.2
20240601,CUS-00084,Growth,818.36
20240601,CUS-00131,Starter,130.68
20240601,CUS-00137,Growth,1257.48
20240601,CUS-00140,Growth,778.44
20240601,CUS-00193,Enterprise,32736.0
20240601,CUS-00197,Growth,1497.0
20240601,CUS-00209,Growth,1616.76
20240601,CUS-00215,Enterprise,30240.0
20240601,CUS-00216,Growth,978.04
20240601,CUS-00244,Enterprise,20448.0
20240601,CUS-00258,Growth,1057.88
20240601,CUS-00259,Growth,818.36
20240601,CUS-00275,Growth,1137.72
20240601,CUS-00298,Enterprise,27744.0
20240601,CUS-00327,Starter,130.68
20240601,CUS-00368,Growth,1536.92
20240601,CUS-00369,Growth,1017.96
20240601,CUS-00400,Starter,114.84
20240601,CUS-00404,Growth,658.68
20240601,CUS-00414,Growth,1257.48
20240601,CUS-00566,Starter,106.92
20240601,CUS-00598,Growth,1536.92
20240601,CUS-00628,Starter,99.0
20240601,CUS-00656,Growth,1536.92
20240601,CUS-00672,Starter,99.0
20240601,CUS-00731,Starter,106.92
20240601,CUS-00745,Starter,130.68
20240601,CUS-00751,Growth,1457.08
20240601,CUS-00772,Starter,99.0
20240601,CUS-00774,Starter,99.0
20240601,CUS-00779,Growth,1097.8
20240601,CUS-00785,Starter,130.68
20240601,CUS-00801,Starter,114.84
20240601,CUS-00815,Starter,114.84
20240601,CUS-00829,Starter,130.68
20240601,CUS-00889,Starter,106.92
20240601,CUS-00902,Starter,130.68
20240601,CUS-00907,Enterprise,16224.0
20240601,CUS-00963,Starter,106.92
20240601,CUS-00983,Growth,1576.84
20240601,CUS-01031,Growth,1337.32
20240601,CUS-01061,Growth,1097.8
20240601,CUS-01070,Starter,114.84
20240601,CUS-01125,Growth,1576.84
20240601,CUS-01128,Growth,1417.16
20240601,CUS-01148,Starter,114.84
20240601,CUS-01184,Growth,898.2
20240601,CUS-01221,Starter,99.0
20240601,CUS-01252,Growth,1057.88
20240601,CUS-01276,Growth,1457.08
20240601,CUS-01285,Starter,122.76
20240601,CUS-01286,Growth,738.52
20240601,CUS-01292,Enterprise,8928.0
20240601,CUS-01318,Starter,130.68
20240601,CUS-01352,Growth,978.04
20240601,CUS-01359,Growth,1297.4
20240601,CUS-01367,Growth,778.44
20240601,CUS-01428,Growth,898.2
20240601,CUS-01486,Starter,99.0
20240601,CUS-01548,Enterprise,37536.0
20240601,CUS-01557,Enterprise,7968.0
20240601,CUS-01558,Growth,1057.88
20240601,CUS-01568,Starter,106.92
20240601,CUS-01584,Growth,1177.64
20240601,CUS-01591,Growth,1417.16
20240601,CUS-01610,Enterprise,40032.0
20240601,CUS-01644,Starter,106.92
20240601,CUS-01688,Enterprise,25440.0
20240601,CUS-01693,Starter,106.92
20240601,CUS-01705,Starter,106.92
20240601,CUS-01707,Growth,1497.0
20240601,CUS-01716,Growth,1297.4
20240601,CUS-01729,Starter,106.92
20240601,CUS-01777,Growth,818.36
20240601,CUS-01796,Growth,938.12
20240601,CUS-01824,Growth,1097.8
20240601,CUS-01851,Starter,99.0
20240601,CUS-01862,Starter,106.92
20240601,CUS-01864,Starter,99.0
20240601,CUS-01887,Starter,130.68
20240601,CUS-01910,Starter,122.76
20240601,CUS-01911,Starter,106.92
20240601,CUS-01928,Starter,99.0
20240601,CUS-01946,Starter,122.76
20240601,CUS-01985,Growth,1217.56
20240601,CUS-01986,Growth,978.04
20240601,CUS-01988,Starter,114.84
20240601,CUS-01992,Starter,114.84
20240601,CUS-02060,Starter,122.76
20240601,CUS-02106,Enterprise,8544.0
20240601,CUS-02136,Starter,130.68
20240601,CUS-02138,Growth,1616.76
20240601,CUS-02144,Starter,122.76
20240601,CUS-02177,Growth,858.28
20240601,CUS-02278,Enterprise,19296.0
20240601,CUS-02302,Starter,122.76
20240601,CUS-02351,Enterprise,38304.0
20240601,CUS-02394,Growth,818.36
20240601,CUS-02398,Starter,130.68
20240601,CUS-02403,Starter,130.68
20240601,CUS-02455,Starter,99.0
20240601,CUS-02467,Growth,1257.48
20240601,CUS-02471,Starter,106.92
20240601,CUS-02493,Starter,99.0
20240601,CUS-02507,Starter,122.76
20240601,CUS-02533,Starter,130.68
20240601,CUS-02581,Growth,658.68
20240601,CUS-02637,Growth,1137.72
20240601,CUS-02642,Growth,1345.07
20240601,CUS-02670,Enterprise,26400.0
20240601,CUS-02676,Starter,114.84
20240601,CUS-02680,Enterprise,34080.0
20240601,CUS-02751,Growth,1616.76
20240601,CUS-02799,Starter,99.0
20240601,CUS-02821,Starter,130.68
20240601,CUS-02822,Growth,1217.56
20240601,CUS-02831,Starter,122.76
20240601,CUS-02844,Starter,114.84
20240601,CUS-02862,Starter,99.0
20240601,CUS-02869,Starter,130.68
20240601,CUS-02870,Enterprise,27360.0
20240601,CUS-02890,Starter,122.76
20240601,CUS-03014,Starter,114.84
20240601,CUS-03032,Growth,1137.72
20240601,CUS-03036,Enterprise,40416.0
20240601,CUS-03051,Starter,122.76
20240601,CUS-03052,Starter,99.0
20240601,CUS-03067,Enterprise,34464.0
20240601,CUS-03072,Growth,1297.4
20240601,CUS-03119,Growth,1177.64
20240601,CUS-03138,Growth,1457.08
20240601,CUS-03147,Growth,738.52
20240601,CUS-03177,Growth,1017.96
20240601,CUS-03178,Growth,1137.72
20240601,CUS-03231,Enterprise,54432.0
20240601,CUS-03242,Growth,818.36
20240601,CUS-03371,Starter,99.0
20240601,CUS-03423,Growth,1217.56
20240601,CUS-03425,Starter,99.0
20240601,CUS-03448,Starter,106.92
20240601,CUS-03503,Starter,122.76
20240601,CUS-03529,Starter,122.76
20240601,CUS-03530,Enterprise,36576.0
20240601,CUS-03558,Growth,1536.92
20240601,CUS-03564,Enterprise,10272.0
20240601,CUS-03592,Starter,122.76
20240601,CUS-03598,Starter,106.92
20240601,CUS-03599,Starter,106.92
20240601,CUS-03606,Enterprise,29856.0
20240601,CUS-03622,Starter,106.92
20240601,CUS-03648,Starter,130.68
20240601,CUS-03662,Starter,106.92
20240601,CUS-03689,Growth,1017.96
20240601,CUS-03690,Growth,1097.8
20240601,CUS-03712,Starter,114.84
20240601,CUS-03720,Growth,698.6
20240601,CUS-03741,Enterprise,20832.0
20240601,CUS-03760,Starter,99.0
20240601,CUS-03767,Growth,1497.0
20240601,CUS-03783,Starter,99.0
20240601,CUS-03831,Starter,122.76
20240601,CUS-03850,Growth,1536.92
20240601,CUS-03853,Starter,106.92
20240601,CUS-03854,Starter,130.68
20240601,CUS-03861,Starter,106.92
20240601,CUS-03868,Starter,114.84
20240601,CUS-03885,Growth,1057.88
20240601,CUS-03910,Growth,1217.56
20240601,CUS-03945,Growth,1457.08
20240601,CUS-03977,Starter,122.76
20240601,CUS-04023,Growth,1017.96
20240601,CUS-04044,Starter,106.92
20240601,CUS-04077,Enterprise,14496.0
20240601,CUS-04104,Growth,898.2
20240601,CUS-04111,Starter,130.68
20240601,CUS-04130,Enterprise,32160.0
20240601,CUS-04159,Growth,898.2
20240601,CUS-04182,Starter,114.84
20240601,CUS-04214,Starter,122.76
20240601,CUS-04218,Growth,1017.96
20240601,CUS-04275,Growth,1377.24
20240601,CUS-04292,Growth,978.04
20240601,CUS-04299,Starter,130.68
20240601,CUS-04323,Growth,858.28
20240601,CUS-04334,Growth,858.28
20240601,CUS-04338,Starter,122.76
20240601,CUS-04343,Starter,106.92
20240601,CUS-04356,Growth,1017.96
20240601,CUS-04403,Growth,738.52
20240601,CUS-04477,Starter,106.92
20240601,CUS-04487,Starter,130.68
20240601,CUS-04488,Starter,122.76
20240601,CUS-04490,Growth,1377.24
20240601,CUS-04553,Growth,1377.24
20240601,CUS-04630,Growth,1377.24
20240601,CUS-04638,Starter,106.92
20240601,CUS-04648,Enterprise,23904.0
20240601,CUS-04711,Growth,1337.32
20240601,CUS-04720,Growth,1177.64
20240601,CUS-04755,Enterprise,17952.0
20240601,CUS-04768,Growth,1337.32
20240601,CUS-04774,Growth,1417.16
20240601,CUS-04813,Starter,99.0
20240601,CUS-04841,Starter,99.0
20240601,CUS-04849,Growth,1536.92
20240601,CUS-04861,Enterprise,17760.0
20240601,CUS-04963,Starter,122.76
20240701,CUS-00007,Growth,1576.84
20240701,CUS-00017,Growth,1297.4
20240701,CUS-00018,Growth,898.2
20240701,CUS-00021,Growth,1097.8
20240701,CUS-00035,Growth,898.2
20240701,CUS-00054,Starter,122.76
20240701,CUS-00084,Growth,818.36
20240701,CUS-00094,Growth,1097.8
20240701,CUS-00101,Growth,978.04
20240701,CUS-00127,Starter,114.84
20240701,CUS-00131,Starter,130.68
20240701,CUS-00137,Growth,1257.48
20240701,CUS-00140,Growth,778.44
20240701,CUS-00193,Enterprise,32736.0
20240701,CUS-00197,Growth,1497.0
20240701,CUS-00209,Growth,1616.76
20240701,CUS-00215,Enterprise,30240.0
20240701,CUS-00216,Growth,978.04
20240701,CUS-00222,Starter,130.68
20240701,CUS-00244,Enterprise,20448.0
20240701,CUS-00258,Growth,1057.88
20240701,CUS-00259,Growth,818.36
20240701,CUS-00275,Growth,1137.72
20240701,CUS-00298,Enterprise,27744.0
20240701,CUS-00327,Starter,130.68
20240701,CUS-00343,Starter,130.68
20240701,CUS-00368,Growth,1536.92
20240701,CUS-00369,Growth,1017.96
20240701,CUS-00400,Starter,114.84
20240701,CUS-00404,Growth,658.68
20240701,CUS-00414,Growth,1257.48
20240701,CUS-00475,Starter,130.68
20240701,CUS-00550,Starter,86.35
20240701,CUS-00566,Starter,106.92
20240701,CUS-00598,Growth,1536.92
20240701,CUS-00630,Starter,130.68
20240701,CUS-00643,Starter,106.92
20240701,CUS-00672,Starter,99.0
20240701,CUS-00680,Growth,778.44
20240701,CUS-00731,Starter,106.92
20240701,CUS-00745,Starter,130.68
20240701,CUS-00751,Growth,1457.08
20240701,CUS-00754,Growth,738.52
20240701,CUS-00772,Starter,99.0
20240701,CUS-00774,Starter,99.0
20240701,CUS-00779,Growth,1097.8
20240701,CUS-00785,Starter,130.68
20240701,CUS-00801,Starter,114.84
20240701,CUS-00815,Starter,114.84
20240701,CUS-00829,Starter,130.68
20240701,CUS-00845,Starter,106.92
20240701,CUS-00902,Starter,130.68
20240701,CUS-00907,Enterprise,16224.0
20240701,CUS-00963,Starter,106.92
20240701,CUS-00980,Starter,114.84
20240701,CUS-00983,Growth,1576.84
20240701,CUS-01031,Growth,1337.32
20240701,CUS-01039,Starter,99.0
20240701,CUS-01049,Growth,778.44
20240701,CUS-01060,Starter,130.68
20240701,CUS-01061,Growth,1097.8
20240701,CUS-01070,Starter,114.84
20240701,CUS-01081,Growth,1377.24
20240701,CUS-01108,Starter,122.76
20240701,CUS-01110,Starter,106.92
20240701,CUS-01116,Enterprise,20256.0
20240701,CUS-01125,Growth,1576.84
20240701,CUS-01128,Growth,1896.2
20240701,CUS-01138,Growth,1457.08
20240701,CUS-01148,Starter,114.84
20240701,CUS-01184,Growth,898.2
20240701,CUS-01221,Starter,99.0
20240701,CUS-01241,Starter,130.68
20240701,CUS-01252,Growth,1057.88
20240701,CUS-01276,Growth,1457.08
20240701,CUS-01285,Starter,122.76
20240701,CUS-01286,Growth,738.52
20240701,CUS-01292,Enterprise,8928.0
20240701,CUS-01318,Starter,130.68
20240701,CUS-01352,Growth,978.04
20240701,CUS-01354,Growth,1497.0
20240701,CUS-01359,Growth,1297.4
20240701,CUS-01367,Growth,778.44
20240701,CUS-01428,Growth,898.2
20240701,CUS-01486,Starter,99.0
20240701,CUS-01488,Starter,106.92
20240701,CUS-01548,Enterprise,37536.0
20240701,CUS-01557,Enterprise,7968.0
20240701,CUS-01558,Growth,1057.88
20240701,CUS-01568,Starter,106.92
20240701,CUS-01584,Growth,1177.64
20240701,CUS-01591,Growth,1417.16
20240701,CUS-01610,Enterprise,40032.0
20240701,CUS-01644,Starter,106.92
20240701,CUS-01688,Enterprise,25440.0
20240701,CUS-01693,Starter,106.92
20240701,CUS-01705,Starter,106.92
20240701,CUS-01707,Growth,1497.0
20240701,CUS-01708,Enterprise,21984.0
20240701,CUS-01716,Growth,1297.4
20240701,CUS-01729,Starter,106.92
20240701,CUS-01777,Growth,818.36
20240701,CUS-01785,Starter,114.84
20240701,CUS-01796,Growth,938.12
20240701,CUS-01824,Growth,1097.8
20240701,CUS-01835,Starter,114.84
20240701,CUS-01851,Starter,99.0
20240701,CUS-01864,Starter,99.0
20240701,CUS-01879,Growth,1536.92
20240701,CUS-01880,Enterprise,14112.0
20240701,CUS-01887,Starter,130.68
20240701,CUS-01904,Starter,106.92
20240701,CUS-01905,Starter,130.68
20240701,CUS-01910,Starter,122.76
20240701,CUS-01911,Starter,106.92
20240701,CUS-01917,Starter,99.0
20240701,CUS-01925,Starter,106.92
20240701,CUS-01928,Starter,99.0
20240701,CUS-01934,Starter,99.0
20240701,CUS-01946,Starter,122.76
20240701,CUS-01950,Growth,1536.92
20240701,CUS-01985,Growth,1217.56
20240701,CUS-01986,Growth,978.04
20240701,CUS-01992,Starter,114.84
20240701,CUS-02020,Starter,106.92
20240701,CUS-02032,Growth,1097.8
20240701,CUS-02060,Starter,122.76
20240701,CUS-02102,Starter,99.0
20240701,CUS-02106,Enterprise,10848.0
20240701,CUS-02136,Starter,130.68
20240701,CUS-02138,Growth,1616.76
20240701,CUS-02144,Starter,122.76
20240701,CUS-02172,Starter,99.0
20240701,CUS-02177,Growth,858.28
20240701,CUS-02210,Growth,1457.08
20240701,CUS-02223,Growth,1137.72
20240701,CUS-02257,Growth,1177.64
20240701,CUS-02278,Enterprise,19296.0
20240701,CUS-02302,Starter,122.76
20240701,CUS-02318,Starter,122.76
20240701,CUS-02351,Enterprise,38304.0
20240701,CUS-02394,Growth,818.36
20240701,CUS-02398,Growth,658.68
20240701,CUS-02403,Starter,130.68
20240701,CUS-02411,Enterprise,16224.0
20240701,CUS-02455,Starter,99.0
20240701,CUS-02467,Growth,1257.48
20240701,CUS-02471,Starter,106.92
20240701,CUS-02482,Growth,1497.0
20240701,CUS-02493,Starter,99.0
20240701,CUS-02518,Starter,122.76
20240701,CUS-02533,Starter,130.68
20240701,CUS-02581,Growth,658.68
20240701,CUS-02599,Growth,1097.8
20240701,CUS-02626,Enterprise,9888.0
20240701,CUS-02637,Growth,1137.72
20240701,CUS-02640,Starter,130.68
20240701,CUS-02642,Growth,1345.07
20240701,CUS-02670,Enterprise,26400.0
20240701,CUS-02676,Starter,114.84
20240701,CUS-02680,Enterprise,34080.0
20240701,CUS-02692,Growth,1576.84
20240701,CUS-02751,Growth,1616.76
20240701,CUS-02774,Growth,1177.64
20240701,CUS-02799,Starter,99.0
20240701,CUS-02801,Starter,106.92
20240701,CUS-02818,Starter,130.68
20240701,CUS-02821,Starter,130.68
20240701,CUS-02822,Growth,1217.56
20240701,CUS-02825,Growth,1337.32
20240701,CUS-02831,Starter,122.76
20240701,CUS-02840,Starter,99.0
20240701,CUS-02844,Starter,114.84
20240701,CUS-02862,Starter,99.0
20240701,CUS-02869,Starter,130.68
20240701,CUS-02870,Enterprise,27360.0
20240701,CUS-02966,Starter,122.76
20240701,CUS-03014,Starter,114.84
20240701,CUS-03032,Growth,1137.72
20240701,CUS-03036,Enterprise,40416.0
20240701,CUS-03038,Starter,106.92
20240701,CUS-03051,Starter,122.76
20240701,CUS-03052,Starter,99.0
20240701,CUS-03060,Starter,106.92
20240701,CUS-03067,Enterprise,34464.0
20240701,CUS-03072,Growth,1297.4
20240701,CUS-03088,Starter,106.92
20240701,CUS-03119,Growth,1177.64
20240701,CUS-03138,Growth,1457.08
20240701,CUS-03147,Enterprise,7968.0
20240701,CUS-03148,Starter,130.68
20240701,CUS-03177,Growth,1017.96
20240701,CUS-03178,Growth,1137.72
20240701,CUS-03212,Growth,858.28
20240701,CUS-03216,Starter,99.0
20240701,CUS-03231,Enterprise,54432.0
20240701,CUS-03242,Growth,818.36
20240701,CUS-03281,Starter,114.84
20240701,CUS-03359,Starter,130.68
20240701,CUS-03371,Starter,99.0
20240701,CUS-03374,Starter,99.0
20240701,CUS-03423,Growth,1217.56
20240701,CUS-03425,Starter,99.0
20240701,CUS-03448,Starter,106.92
20240701,CUS-03466,Growth,1217.56
20240701,CUS-03503,Starter,122.76
20240701,CUS-03508,Enterprise,38496.0
20240701,CUS-03520,Growth,1337.32
20240701,CUS-03529,Starter,122.76
20240701,CUS-03530,Enterprise,36576.0
20240701,CUS-03558,Growth,1536.92
20240701,CUS-03564,Enterprise,10272.0
20240701,CUS-03592,Starter,122.76
20240701,CUS-03598,Starter,106.92
20240701,CUS-03599,Starter,106.92
20240701,CUS-03602,Starter,106.92
20240701,CUS-03606,Enterprise,29856.0
20240701,CUS-03622,Starter,106.92
20240701,CUS-03648,Starter,130.68
20240701,CUS-03662,Starter,106.92
20240701,CUS-03689,Growth,1017.96
20240701,CUS-03690,Growth,1097.8
20240701,CUS-03696,Growth,1217.56
20240701,CUS-03712,Starter,114.84
20240701,CUS-03720,Growth,698.6
20240701,CUS-03721,Growth,1217.56
20240701,CUS-03741,Enterprise,20832.0
20240701,CUS-03760,Starter,99.0
20240701,CUS-03767,Growth,1497.0
20240701,CUS-03769,Growth,698.6
20240701,CUS-03783,Starter,99.0
20240701,CUS-03831,Starter,122.76
20240701,CUS-03834,Starter,114.84
20240701,CUS-03850,Growth,1536.92
20240701,CUS-03853,Starter,106.92
20240701,CUS-03854,Starter,130.68
20240701,CUS-03860,Starter,106.92
20240701,CUS-03868,Starter,114.84
20240701,CUS-03885,Growth,1057.88
20240701,CUS-03910,Growth,1217.56
20240701,CUS-03945,Growth,1457.08
20240701,CUS-03977,Starter,122.76
20240701,CUS-04023,Growth,1017.96
20240701,CUS-04044,Starter,106.92
